,Specs,Score
1257,all of,21.709854299005837
14405,that of,21.633532481639786
4811,different,21.630072054845265
18093,world,21.60325544562581
18055,women,21.563879860154344
2752,being told,21.557956880062346
4735,destroy the,21.557956880062346
8317,is exactly,21.557956880062346
15760,theory of,21.557956880062346
16262,to death,21.557956880062346
16409,to justify,21.557956880062346
2548,banking,21.546808773020782
4404,crimes,21.546808773020782
5139,earth in,21.546808773020782
13717,steve,21.546808773020782
15610,the universe,21.546808773020782
13947,supposed to,21.507809289914277
17627,weather events,21.498217111011407
5674,expense,21.46751363732968
10987,our earth,21.46751363732968
11990,quote,21.46751363732968
17291,vs,21.46751363732968
5757,f,21.459665616752343
7102,heat waves,21.433240567168216
11794,profit,21.432207295745656
1922,answer,21.386987885800647
8672,joe,21.327908044282232
10107,notice,21.327908044282232
1239,alexandria,21.319522660092954
11024,out that,21.319522660092954
4387,created,21.276126092235742
4986,don,21.260795441768355
3942,coming,21.183071434278634
17721,what they,21.17160724901204
13088,sector,21.14650860745744
13636,standards,21.14650860745744
4770,developing countries,21.037019637476927
830,about climate,21.033245668766625
9826,nasa,21.029118806943757
3604,chinese,20.963689237682676
9216,made,20.960238700231887
3960,commitment,20.95280991805795
13008,scientific,20.92045230553248
1950,anyway,20.90847119346423
10105,nothing to,20.90847119346423
12330,renewable energy,20.896263819620415
2741,behind the,20.874763265402507
1806,and that,20.82133327036154
17338,warmer,20.818841328204833
13091,sectors,20.817371738863226
17149,used,20.806630930172147
14588,the author,20.768455852834908
1240,alexandria ocasio,20.696326261721683
1241,alexandria ocasio cortez,20.696326261721683
3384,cells,20.696326261721683
17152,used by,20.696326261721683
17666,went on,20.667276634386468
16563,to save,20.65285060022708
203,2018,20.605211919339393
4367,cover,20.559586394863654
1601,and gas,20.550452216213667
1367,americans,20.512807851183656
5585,everything,20.45399349186483
1877,and which,20.429159279287788
3573,cheap,20.429159279287788
4403,crime,20.429159279287788
11311,permission to,20.429159279287788
11978,question the,20.429159279287788
13978,surveillance,20.429159279287788
3888,collapse,20.4009246189508
8488,issues,20.349874900615323
118,1990,20.345817338401027
3843,co,20.3393231550537
11000,our time,20.32813658582662
18220,year,20.325391720992087
3435,challenges,20.296213655983248
17115,us and,20.294118010357654
11850,property,20.290100694680785
18066,word,20.290100694680785
3257,cannot,20.23831122670417
13615,spring,20.23284917272831
11596,powerful,20.20715149702327
2726,begin,20.145107984151846
3125,by the,20.111429973064915
15476,the sky,20.069263147011277
13760,strategies,20.05024695414056
11597,powers,20.017043316724525
16693,to you,20.017043316724525
7368,hypothesis,19.98359824267619
11347,phones,19.98359824267619
15153,the military,19.98359824267619
4407,crisis,19.95960102435386
6092,for example,19.95523788933517
5555,event,19.935884879978467
1080,advanced,19.890955413344248
4268,corporations,19.883953483878866
1579,and even,19.867115197599063
3352,catastrophic,19.82657644126241
4987,don t,19.82222724226304
10510,of the century,19.793347528865752
4356,course,19.769191738661007
56,11,19.760980812527105
853,about this,19.75500885540888
14602,the basis,19.75500885540888
3689,climate action,19.740687125084435
15882,things,19.694278773603944
184,2013,19.680699602014588
2760,believe that,19.65052499157395
5749,extreme weather events,19.602314913208247
5005,donations,19.581431191505107
7473,if you are,19.581431191505107
12547,revelation,19.581431191505107
16225,to climate,19.55190051324728
10680,oil,19.520401321997053
11278,percent,19.516816546698237
831,about climate change,19.501408691197817
13118,seem to,19.44749332892531
17242,vietnam,19.44749332892531
8769,know the,19.443520438283706
13222,she,19.44087157187937
6233,fossil fuel,19.35316461935727
4965,doesn,19.30432304907559
4966,doesn t,19.30432304907559
7322,human activities,19.281835132132752
8970,let,19.267296044855858
2419,attempted,19.236361489597847
15338,the press,19.236361489597847
15550,the theory,19.236361489597847
15938,this is what,19.236361489597847
10145,numerous,19.218271602261876
13116,seem,19.216343597553106
15383,the real,19.211491135011677
13905,summary,19.196202800670655
17708,what he,19.196202800670655
17208,vegetation,19.18481386269814
175,2010,19.1781846658916
15878,thing,19.158336527335518
15591,the uk,19.114939787736013
17408,was a,19.091467504370623
880,abused,19.04993634839433
5092,due to our,19.04993634839433
5675,expense of,19.04993634839433
10833,one time,19.04993634839433
11992,quotes,19.04993634839433
13850,subscribers,19.04993634839433
